FilmID,Title,Release_Date,DirectorID,Lead_Actor_Actress,LanguageID,Industry,GenreID,Budget,First_Day_Collection_Worldwide,Worldwide_Collection_in_Crores,Overseas_Collection,India_Gross_Collection,Verdict,IMDb_Rating,Runtime_mins,OTT_Platform,Year,Month,Month_Name,Week_Name
41,K.G.F: Chapter 1,21-12-2018,131,Yash,507,Sandalwood,621,50,25,238,10,228,All Time Blockbuster,8.2,154,Amazon Prime Video,2018,12,December,Friday
287,K.G.F: Chapter 2,13-04-2022,131,Yash,507,Sandalwood,621,100,159,1215,214.15,1000.85,All Time Blockbuster,8.2,166,Amazon Prime Video,2022,4,April,Wednesday
163,Jomonte Suvisheshangal,3/2/17,161,Dulquer Salmaan,509,Mollywood,620,12,2.7,38.4,8.6,29.8,Super Hit,6.6,156,Amazon Prime Video,2017,2,February,Friday
368,Ala Vaikunthapurramuloo,10/1/20,143,Allu Arjun,505,Tollywood,610,100,57,269.35,36,233.35,Blockbuster,7.3,163,Netflix,2020,1,January,Friday
107,Golmaal Again,20-10-2017,105,Ajay Devgn,501,Bollywood,652,135,31,308.5,45.7,262.8,Blockbuster,5,140,Amazon Prime Video,2017,10,October,Friday
147,Velaiilla Pattadhari 2,11/8/17,116,Dhanush,503,Kollywood,612,30,6.9,53.5,6,47.5,Flop,5.4,128,Amazon Prime Video,2017,8,August,Friday
202,Bruce Lee: The Fighter,16-10-2015,123,Ram Charan,505,Tollywood,612,60,22,68.5,11.5,57,Flop,5.5,151,Amazon Prime Video,2015,10,October,Friday
67,The Villain,18-10-2018,160,Shivarajkumar,507,Sandalwood,618,45,12,52.7,7.2,45.5,Above Average,4.9,176,Amazon Prime Video,2018,10,October,Thursday
27,Mr. And Mrs. Ramchari,25-12-2014,126,Yash,507,Sandalwood,619,6,4,53,1.4,51.6,All Time Blockbuster,7.3,156,Amazon Prime Video,2014,12,December,Thursday
92,Theevandi,21-09-2018,184,Tovino Thomas,509,Mollywood,631,5,1.7,27.1,2.7,24.4,Super Hit,6.6,144,Amazon Prime Video,2018,9,September,Friday
61,Kayamkulam Kochunni,19-10-2018,154,Nivin Pauly,509,Mollywood,634,40,9.5,71.3,20.3,51,Super Hit,6.8,152,Amazon Prime Video,2018,10,October,Friday
66,Odiyan,14-12-2018,159,Mohanlal,509,Mollywood,635,50,18.3,53.6,13.6,40,Flop,5.2,167,Amazon Prime Video,2018,12,December,Friday
83,Taxiwaala,16-11-2018,175,Vijay Deverakonda,505,Tollywood,641,10,3.5,38,3,35,Hit,6.8,137,Amazon Prime Video,2018,11,November,Friday
100,Koode,17-08-2018,129,Prithviraj Sukumaran,509,Mollywood,648,6,1.6,23.3,4.4,18.9,Hit,7.6,155,Amazon Prime Video,2018,8,August,Friday
372,Street Dancer 3D,24-01-2020,135,Varun Dhawan,501,Bollywood,650,100,14.7,102,15,87,Flop,3.7,146,Amazon Prime Video,2020,1,January,Friday
176,CIA: Comrade in America,19-05-2017,179,Dulquer Salmaan,509,Mollywood,667,7.5,3.1,27.5,3.7,23.8,Super Hit,6.4,134,Amazon Prime Video,2017,5,May,Friday
118,Khaidi No. 150,13-01-2017,206,Chiranjeevi,505,Tollywood,655,65,50,160,16.3,143.7,Blockbuster,5.8,142,Amazon Prime Video,2017,1,January,Friday
375,Love Aaj Kal,14-02-2020,207,Kartik Aaryan,501,Bollywood,636,60,18,56.9,10,46.9,Flop,4.7,142,Amazon Prime Video,2020,2,February,Friday
125,Fukrey Returns,8/12/17,211,Pulkit Samrat,501,Bollywood,631,25,8.1,112.2,4,108.2,Super Hit,6.5,141,Amazon Prime Video,2017,12,December,Friday
370,Sarileru Neekevvaru,10/1/20,230,Mahesh Babu,505,Tollywood,610,100,65,221.7,25,196.7,Super Hit,5.8,169,Amazon Prime Video,2020,1,January,Friday
156,The Great Father,30-03-2017,235,Mammootty,509,Mollywood,626,10,4.3,46.6,11.8,34.8,Super Hit,6.8,151,Amazon Prime Video,2017,3,March,Thursday
159,Anjaniputra,21-12-2017,237,Puneeth Rajkumar,507,Sandalwood,616,20,5,45,0,45,Super Hit,5.9,149,Amazon Prime Video,2017,12,December,Thursday
280,Red,14-01-2021,246,Ram Pothineni,505,Tollywood,626,20,9.4,31.2,0.5,30.7,Average,6.4,146,Amazon Prime Video,2021,1,January,Thursday
174,Chakravarthy,14-04-2017,249,Darshan Thoogudeep,507,Sandalwood,640,20,5,30,0,30,Above Average,6.3,156,Amazon Prime Video,2017,4,April,Friday
178,Njandukalude Naattil Oridavela,29-09-2017,252,Nivin Pauly,509,Mollywood,668,5,1.6,25.6,6.5,19.1,Super Hit,7.1,131,Amazon Prime Video,2017,9,September,Friday
200,Premam,19-06-2015,263,Nivin Pauly,509,Mollywood,608,4,1.4,77.2,28,49.2,All Time Blockbuster,8.3,156,Amazon Prime Video,2015,6,June,Friday
211,Charlie,24-12-2015,269,Dulquer Salmaan,509,Mollywood,677,7,2.1,36.1,15.8,20.3,Blockbuster,8,130,Amazon Prime Video,2015,12,December,Thursday
212,Oru Vadakkan Selfie,27-03-2015,270,Nivin Pauly,509,Mollywood,678,4,1.1,31.5,10,21.5,Super Hit,6.7,141,Amazon Prime Video,2015,3,March,Friday
219,M.S. Dhoni: The Untold Story,30-09-2016,275,Sushant Singh Rajput,501,Bollywood,682,100,21.4,215.4,30.8,184.6,Super Hit,8,184,Amazon Prime Video,2016,9,September,Friday
223,Pulimurugan,4/11/16,278,Mohanlal,509,Mollywood,618,25,4.1,150,44.1,105.9,All Time Blockbuster,6.6,161,Amazon Prime Video,2016,11,November,Friday
275,Marakkar: Lion of the Arabian Sea,2/12/21,290,Mohanlal,509,Mollywood,696,100,20.3,45.4,23,22.4,Disaster,5.9,181,Amazon Prime Video,2021,12,December,Thursday
251,Jacobinte Swargarajyam,6/5/16,294,Nivin Pauly,509,Mollywood,690,4,1.3,39.3,15.3,24,Blockbuster,7.6,145,Amazon Prime Video,2016,5,May,Friday
265,Kurup,12/11/21,299,Dulquer Salmaan,509,Mollywood,694,35,18.3,78.9,35,43.9,Super Hit,7,140,Amazon Prime Video,2021,11,November,Friday
266,Roberrt,11/3/21,300,Darshan Thoogudeep,507,Sandalwood,695,30,16.9,69.5,0,69.5,Super Hit,5.9,166,Amazon Prime Video,2021,3,March,Thursday
274,Pogaru,19-02-2021,305,Dhruva Sarja,507,Sandalwood,637,25,10.25,45.1,0,45.1,Average,3.6,160,Amazon Prime Video,2021,2,February,Friday
277,Kotigobba 3,14-10-2021,306,Sudeep,507,Sandalwood,619,25,6.9,39.1,0,39.1,Below Average,5.5,140,Amazon Prime Video,2021,10,October,Thursday
281,The Priest,11/3/21,308,Mammootty,509,Mollywood,661,15,2.55,28.5,10.1,18.4,Super Hit,6,140,Amazon Prime Video,2021,3,March,Thursday
285,Salaga,20-08-2021,309,Duniya Vijay,507,Sandalwood,607,10,5.5,22,0,22,Hit,6.9,124,Amazon Prime Video,2021,8,August,Friday
291,Kantara,30-09-2022,312,Rishab Shetty,507,Sandalwood,699,16,2.8,407.82,44,363.82,All Time Blockbuster,8.2,148,Amazon Prime Video,2022,9,September,Friday
309,VR (Vikrant Rona),28-07-2022,323,Sudeep,507,Sandalwood,626,80,25.5,100.35,5.6,94.75,Average,6.9,148,Disney+ Hotstar,2022,7,July,Thursday
312,James,17-03-2022,325,Puneeth Rajkumar,507,Sandalwood,610,40,23.5,94.2,5,89.2,Super Hit,7.4,149,SonyLIV,2022,3,March,Thursday
338,Jana Gana Mana,28-04-2022,335,Prithviraj Sukumaran,509,Mollywood,654,15,2,48.8,18.7,30.1,Blockbuster,8.3,162,Netflix,2022,4,April,Thursday
341,Kaduva,7/7/22,337,Prithviraj Sukumaran,509,Mollywood,627,18,5.56,44.93,20.7,24.23,Super Hit,6.1,155,Amazon Prime Video,2022,7,July,Thursday
343,Jaya Jaya Jaya Jaya Hey,28-10-2022,339,Darshana Rajendran,509,Mollywood,707,5,1.2,43.2,12.1,31.1,Blockbuster,7.7,145,Disney+ Hotstar,2022,10,October,Friday
347,Rorschach,14-10-2022,342,Mammootty,509,Mollywood,714,18,5.2,39.13,16.71,22.42,Super Hit,6.9,150,Disney+ Hotstar,2022,10,October,Friday
353,CBI 5,1/5/22,347,Mammootty,509,Mollywood,717,15,4.45,31.3,15,16.3,Hit,5.6,162,Netflix,2022,5,May,Sunday
356,Paappan,29-07-2022,350,Suresh Gopi,509,Mollywood,700,10,2.55,28.2,8.6,19.6,Super Hit,6.7,169,ZEE5,2022,7,July,Friday
365,Aaraattu,18-02-2022,357,Mohanlal,509,Mollywood,606,18,6.95,20.15,7,13.15,Flop,3.8,167,Amazon Prime Video,2022,2,February,Friday
382,Shylock,23-01-2020,364,Mammootty,509,Mollywood,627,15,4,34,13,21,Hit,5.1,130,Amazon Prime Video,2020,1,January,Thursday
386,Varane Avashyamund,7/2/20,367,Shobana,509,Mollywood,608,10,1.5,31.5,6,25.5,Super Hit,6.9,145,Netflix,2020,2,February,Friday
387,Trance,21-02-2020,368,Fahadh Faasil,509,Mollywood,664,35,3.6,25.2,6,19.2,Disaster,7.3,170,Amazon Prime Video,2020,2,February,Friday
390,War,2/10/19,104,Hrithik Roshan,501,Bollywood,651,175,74.3,475.62,97.04,378.58,Blockbuster,6.5,151,Amazon Prime Video,2019,10,October,Wednesday
391,Saaho,30-08-2019,370,Prabhas,505,Tollywood,618,50,30,451,92,359,Below Average,5.1,170,Amazon Prime Video,2019,8,August,Friday
420,Kurukshetra,9/8/19,381,Darshan Thoogudeep,507,Sandalwood,730,60,8.2,81,3,78,Hit,6.2,185,Amazon Prime Video,2019,8,August,Friday
429,Pailwaan,13-09-2019,384,Suniel Shetty,507,Sandalwood,665,35,9,53.4,5,48.4,Hit,6.2,166,Amazon Prime Video,2019,9,September,Friday
433,Natasaarvabhowma,15-02-2019,386,Puneeth Rajkumar,507,Sandalwood,637,20,6.7,50,1,49,Hit,6.5,157,Amazon Prime Video,2019,2,February,Friday
436,Kumbalangi Nights,22-02-2019,388,Fahadh Faasil,509,Mollywood,608,5,0.87,39.4,16.4,23,Blockbuster,8.5,135,Amazon Prime Video,2019,2,February,Friday
444,Mamangam: History of the Brave,13-12-2019,392,Mammootty,509,Mollywood,696,45,9.5,32.4,11.7,20.7,Disaster,5.3,157,Amazon Prime Video,2019,12,December,Friday
450,Ittymaani: Made in China,5/9/19,397,Mohanlal,509,Mollywood,620,10,2.8,27.7,9,18.7,Hit,4.3,158,Amazon Prime Video,2019,9,September,Thursday
453,Odeya,12/12/19,399,Darshan Thoogudeep,507,Sandalwood,606,15,2.5,25.5,1,24.5,Hit,3.8,164,Amazon Prime Video,2019,12,December,Thursday
456,Oru Yamandan Premakadha,3/5/19,401,Dulquer Salmaan,509,Mollywood,608,7,2,23.2,6.2,17,Hit,5.1,165,Amazon Prime Video,2019,5,May,Friday
457,Uyare,3/5/19,402,Parvathy Thiruvothu,509,Mollywood,647,6,1.2,23.7,7.8,15.9,Super Hit,8,125,Amazon Prime Video,2019,5,May,Friday
458,Unda,14-06-2019,341,Mammootty,509,Mollywood,691,8,1.7,23,7,16,Hit,7.7,130,Amazon Prime Video,2019,6,June,Friday
459,Virus,14-06-2019,403,Parvathy Thiruvothu,509,Mollywood,664,6,1.1,22.2,6.4,15.8,Super Hit,7.7,152,Amazon Prime Video,2019,6,June,Friday
467,Salaar: Part 1 - Ceasefire,22-12-2023,131,Prabhas,505,Tollywood,621,280,158.1,617.75,130,487.75,Super Hit,6.6,175,Amazon Prime Video,2023,12,December,Friday
472,Adipurush,16-06-2023,359,Prabhas,505,Tollywood,735,500,127.5,393,50,343,Disaster,2.7,179,Amazon Prime Video,2023,6,June,Friday
476,Varisu,11/1/23,125,Joseph Vijay,503,Kollywood,613,200,47.2,297.55,89,208.55,Hit,6,169,Amazon Prime Video,2023,1,January,Wednesday
479,Waltair Veerayya,13-01-2023,208,Chiranjeevi,505,Tollywood,606,125,44.6,219,29,190,Super Hit,6.2,155,Amazon Prime Video,2023,1,January,Friday
481,Kisi Ka Bhai Kisi Ki Jaan,21-04-2023,328,Salman Khan,501,Bollywood,613,125,27,184.6,52.6,132,Below Average,4,145,Amazon Prime Video,2023,4,April,Friday
482,2018,5/5/23,409,Tovino Thomas,509,Mollywood,627,28,3.3,180.03,69.5,110.53,All Time Blockbuster,8.3,150,Amazon Prime Video,2023,5,May,Friday
485,Veera Simha Reddy,12/1/23,253,Nandamuri Balakrishna,505,Tollywood,606,85,47.3,130,15,115,Above Average,4.9,170,Amazon Prime Video,2023,1,January,Thursday
487,Bholaa,30-03-2023,279,Ajay Devgn,501,Bollywood,683,100,16.5,123,15,108,Average,5.8,144,Amazon Prime Video,2023,3,March,Thursday
490,Vaathi,17-03-2023,169,Dhanush,503,Kollywood,606,40,14.4,116.2,25,91.2,Blockbuster,7.3,139,Amazon Prime Video,2023,3,March,Friday
495,Virupaksha,21-04-2023,415,Sai Dharam Tej,505,Tollywood,739,40,11,89.8,14,75.8,Super Hit,7.2,145,Amazon Prime Video,2023,4,April,Friday
496,Neru,21-12-2023,177,Mohanlal,509,Mollywood,664,15,5.85,85.6,32.35,53.25,Blockbuster,7.5,150,Amazon Prime Video,2023,12,December,Thursday
497,RDX: Robert Dony Xavier,24-09-2023,416,Antony Varghese,509,Mollywood,625,15,2.5,84.75,28.75,56,Blockbuster,7.1,151,Amazon Prime Video,2023,9,September,Sunday
498,Kannur Squad,28-09-2023,417,Mammootty,509,Mollywood,621,25,5,82,34.5,47.5,Blockbuster,7.6,161,Amazon Prime Video,2023,9,September,Thursday
500,Kaatera,29-12-2023,300,Darshan Thoogudeep,507,Sandalwood,637,45,13,80.5,0,80.5,Hit,7.4,183,Amazon Prime Video,2023,12,December,Friday
502,Hi Nanna,7/12/23,420,Nani,505,Tollywood,741,45,9.8,76.35,18.5,57.85,Hit,8.2,155,Amazon Prime Video,2023,12,December,Thursday
506,Romancham,3/2/23,422,Soubin Shahir,509,Mollywood,628,3,0.5,69,23.3,45.7,Blockbuster,7.5,130,Amazon Prime Video,2023,2,February,Friday
513,Kranti,26-01-2023,426,Darshan Thoogudeep,507,Sandalwood,606,35,11.6,48.2,0,48.2,Below Average,5.1,163,Amazon Prime Video,2023,1,January,Thursday
515,Mission Raniganj: The Great Bharat Rescue,6/10/23,274,Akshay Kumar,501,Bollywood,743,55,3.8,46,5.6,40.4,Disaster,7.1,134,Amazon Prime Video,2023,10,October,Friday
519,Kabzaa,17-03-2023,430,Upendra,507,Sandalwood,607,70,12.5,40.4,4.6,35.8,Disaster,4.7,134,Amazon Prime Video,2023,3,March,Friday
520,King of Kotha,24-08-2023,431,Dulquer Salmaan,509,Mollywood,621,45,15,39.1,15.9,23.2,Disaster,6.1,174,Amazon Prime Video,2023,8,August,Thursday
522,Mrs. Chatterjee vs. Norway,17-03-2023,433,Rani Mukerji,501,Bollywood,633,20,3.2,37.5,11,26.5,Above Average,7.3,144,Amazon Prime Video,2023,3,March,Friday
524,Samajavaragamana,29-06-2023,435,Sree Vishnu,505,Tollywood,707,5,1.9,32,9.35,22.65,Blockbuster,7.4,140,Amazon Prime Video,2023,6,June,Thursday
525,Garudan,3/11/23,436,Suresh Gopi,509,Mollywood,745,8,4,27.1,9.6,17.5,Hit,7.3,138,Amazon Prime Video,2023,11,November,Friday
526,Ghost,19-10-2023,437,Shivarajkumar,507,Sandalwood,618,20,2.8,26.65,0.75,25.9,Below Average,6.3,132,Amazon Prime Video,2023,10,October,Thursday
527,Balagam,3/3/23,438,Priyadarshi Pulikonda,505,Tollywood,643,3,0.5,26.55,0.25,26.3,Blockbuster,7.9,131,Amazon Prime Video,2023,3,March,Friday
529,Sapta Sagaradaache Ello: Side A,1/9/23,440,Rakshit Shetty,507,Sandalwood,636,20,2.3,26.25,0,26.25,Average,8.2,142,Amazon Prime Video,2023,9,September,Friday
530,Mad,6/10/23,441,Anthony,505,Tollywood,631,5,1.8,26,3.5,22.5,Blockbuster,7.4,127,Amazon Prime Video,2023,10,October,Friday
532,Devil,29-12-2023,442,Nandamuri Kalyan Ram,505,Tollywood,627,30,4.4,23.2,1.8,21.4,Disaster,6.5,144,Amazon Prime Video,2023,12,December,Friday
533,Ravanasura,7/4/23,443,Ravi Teja,505,Tollywood,621,35,7.7,23.1,3,20.1,Disaster,5.7,141,Amazon Prime Video,2023,4,April,Friday
535,Maa Oori Polimera 2,3/11/23,445,Rajsekhar Aningi,505,Tollywood,666,8,3,21.8,2.5,19.3,Blockbuster,7.1,125,Amazon Prime Video,2023,11,November,Friday
536,Voice of Sathyanathan,28-07-2023,446,Thennal Abhilash,509,Mollywood,678,10,1.95,22.1,5.25,16.85,Hit,5.7,135,Amazon Prime Video,2023,7,July,Friday
537,Mangalavaaram,17-11-2023,183,Payal Rajput,505,Tollywood,715,15,3.5,21.35,2.25,19.1,Average,6.8,149,Amazon Prime Video,2023,11,November,Friday
538,Spy,29-06-2023,447,Nikhil Siddharth,505,Tollywood,618,25,10.2,21,3.5,17.5,Flop,4.7,135,Amazon Prime Video,2023,6,June,Thursday
547,Manjummel Boys,22-02-2024,451,Soubin Shahir,509,Mollywood,747,22,6.4,241.1,167.65,167.65,All Time Blockbuster,8.2,135,Amazon Prime Video,2024,2,February,Thursday
571,Turbo,23-05-2024,278,Mammootty,509,Mollywood,612,35,15.7,72.25,32,40.25,Hit,5.9,155,Amazon Prime Video,2024,5,May,Thursday
576,Bramayugam,15-02-2024,466,Mammootty,509,Mollywood,748,30,7.65,60.24,33.81,33.81,Super Hit,7.8,139,Amazon Prime Video,2024,2,February,Thursday
585,Abraham Ozler,11/1/24,244,Jayaram,509,Mollywood,700,15,5.88,40.82,25.11,25.11,Super Hit,6.5,143,Amazon Prime Video,2024,1,January,Thursday
592,Eagle,9/2/24,476,Ravi Teja,505,Tollywood,618,40,8.5,31.34,28.24,28.24,Flop,6,159,Amazon Prime Video,2024,2,February,Friday
593,Mathu Vadalara 2,13-09-2024,477,Vennela Kishore,505,Tollywood,632,16,5,32.5,23,23,Disaster,7,139,Netflix,2024,9,September,Friday
594,The Family Star,5/4/24,149,Vijay Deverakonda,505,Tollywood,619,50,12,30.65,21.15,21.15,Super Hit,5.4,159,Amazon Prime Video,2024,4,April,Friday
595,Malaikottai Vaaliban,25-01-2024,478,Mohanlal,509,Mollywood,756,60,12.15,30.31,17.15,17.15,Disaster,6,156,Disney+ Hotstar,2024,1,January,Thursday
598,Star,7/6/24,481,Kavin,503,Kollywood,647,12,3.25,25.11,22.36,22.36,Hit,6.5,158,Amazon Prime Video,2024,6,June,Friday
599,Gaami,8/3/24,482,Vishwak Sen,505,Tollywood,757,15,7.5,24,18.62,18.62,Hit,6.5,147,ZEE5,2024,3,March,Friday
600,Bheema,9/8/24,309,Duniya Vijay,507,Sandalwood,640,8,4.6,23,0,23,Super Hit,5.7,148,Amazon Prime Video,2024,8,August,Friday
601,Nunakkuzhi,15-08-2024,177,Nikhila Vimal,509,Mollywood,755,8,2.41,22.75,13,13,Hit,6.8,125,ZEE5,2024,8,August,Thursday
602,Ooru Peru Bhairavakona,16-02-2024,483,Sundeep Kishan,505,Tollywood,758,15,4.8,22.47,20.22,20.22,Hit,5.6,133,Amazon Prime Video,2024,2,February,Friday
603,Manamey,7/6/24,163,Vikram Aditya,505,Tollywood,631,20,3.25,21,18.65,18.65,Disaster,6,155,Amazon Prime Video,2024,6,June,Friday
604,Gangs of Godavari,13-06-2024,484,Vishwak Sen,505,Tollywood,759,20,7.5,20.25,18,18,Disaster,5,165,Netflix,2024,6,June,Thursday
295,Beast,13-04-2022,181,Joseph Vijay,503,Kollywood,603,150,82.4,216.58,65,151.58,Below Average,5.2,155,Netflix,2022,4,April,Wednesday
20,Jilla,9/1/14,119,Mohanlal,503,Kollywood,605,50,12,80,11,69,Below Average,6.2,185,Amazon Prime Video,2014,1,January,Thursday
215,Kabali,22-07-2016,147,Rajinikanth,503,Kollywood,605,90,90,309,104,205,Super Hit,6.1,153,Amazon Prime Video,2016,7,July,Friday
40,Sarkar,7/11/18,107,Joseph Vijay,503,Kollywood,606,135,71,252,70,182,Above Average,6.7,163,Amazon Prime Video,2018,11,November,Wednesday
194,Vedalam,13-11-2015,114,Ajith Kumar,503,Kollywood,606,50,24,125.7,32,93.7,Super Hit,6.3,148,Amazon Prime Video,2015,11,November,Friday
53,Kaala,7/6/18,147,Rajinikanth,503,Kollywood,606,135,40,151.7,39.5,112.2,Below Average,6.5,162,Amazon Prime Video,2018,6,June,Thursday
63,Seema Raja,14-09-2018,156,Sivakarthikeyan,503,Kollywood,606,40,13.6,65.6,13,52.6,Below Average,4.3,158,Amazon Prime Video,2018,9,September,Friday
69,Sandakozhi 2,19-10-2018,162,Vishal,503,Kollywood,606,30,5.4,51.9,7.9,44,Average,5,155,Amazon Prime Video,2018,10,October,Friday
369,Darbar,10/1/20,107,Rajinikanth,503,Kollywood,607,200,53,247.8,74,173.8,Below Average,5.9,159,Amazon Prime Video,2020,1,January,Friday
19,Anjaan,15-08-2014,118,Suriya,503,Kollywood,607,65,11,80.4,18.1,62.3,Below Average,5.3,166,Amazon Prime Video,2014,8,August,Friday
329,Cobra,31-08-2022,172,Vikram,503,Kollywood,607,90,25,58.86,8,50.86,Disaster,6,183,Amazon Prime Video,2022,8,August,Wednesday
334,Kaathu Vaakula Rendu Kaadhal,28-04-2022,152,Vijay Sethupathi,503,Kollywood,608,25,8.5,52.5,10,42.5,Super Hit,5.5,157,Disney+ Hotstar,2022,4,April,Thursday
58,Chekka Chivantha Vaanam,28-09-2018,151,Arvind Swamy,503,Kollywood,621,35,12,91.2,30.7,60.5,Super Hit,7.2,146,Amazon Prime Video,2018,9,September,Friday
321,Etharkkum Thunindhavan,10/3/22,155,Suriya,503,Kollywood,621,65,14,71.4,14,57.4,Flop,6.4,151,Netflix,2022,3,March,Thursday
64,Vada Chennai,17-10-2018,157,Dhanush,503,Kollywood,621,40,10.9,63,8,55,Above Average,8.4,164,Disney+ Hotstar,2018,10,October,Wednesday
28,Maan Karate,28-03-2014,127,Sivakarthikeyan,503,Kollywood,620,15,4.1,42,10,32,Super Hit,5.2,153,Amazon Prime Video,2014,3,March,Friday
10,Lingaa,12/12/14,110,Rajinikanth,503,Kollywood,610,100,39,154,30,124,Below Average,5.6,174,Amazon Prime Video,2014,12,December,Friday
259,Annaatthe,4/11/21,114,Rajinikanth,503,Kollywood,610,180,50.7,172,47.7,124.3,Flop,4,163,Netflix,2021,11,November,Thursday
76,Maari 2,21-12-2018,168,Dhanush,503,Kollywood,612,35,7.5,47,16.5,30.5,Below Average,5.6,143,Disney+ Hotstar,2018,12,December,Friday
17,Kochadaiiyaan,22-05-2014,116,Rajinikanth,503,Kollywood,614,125,18,90,23,67,Disaster,6.2,118,Amazon Prime Video,2014,5,May,Thursday
121,Vivegam,25-08-2017,114,Ajith Kumar,503,Kollywood,618,120,35,126,34,92,Flop,5.2,149,Amazon Prime Video,2017,8,August,Friday
75,Vishwaroopam 2,10/8/18,167,Kamal Haasan,503,Kollywood,618,100,7,47.7,10.7,37,Disaster,5.8,145,Amazon Prime Video,2018,8,August,Friday
82,Sketch,12/1/18,174,Vikram,503,Kollywood,618,30,10,40,4,36,Below Average,5.6,137,Amazon Prime Video,2018,1,January,Friday
162,Kaatru Veliyidai,7/4/17,151,Karthi,503,Kollywood,619,30,12,40.8,8.8,32,Below Average,5.8,146,Amazon Prime Video,2017,4,April,Friday
364,Yaanai,1/7/22,166,Arun Vijay,503,Kollywood,619,15,2.7,21.8,2,19.8,Average,6.1,154,Amazon Prime Video,2022,7,July,Friday
33,2,29-11-2018,132,Rajinikanth,503,Kollywood,622,540,105,701,172,529,Above Average,6,148,Amazon Prime Video,2018,11,November,Thursday
316,Sardar,21-10-2022,158,Karthi,503,Kollywood,627,35,6.1,84.5,20,64.5,Super Hit,7.5,166,Amazon Prime Video,2022,10,October,Friday
59,Thaanaa Serndha Koottam,12/1/18,152,Suriya,503,Kollywood,632,60,16.2,90.2,22,68.2,Below Average,6.3,138,Amazon Prime Video,2018,1,January,Friday
74,SaamyÂ²,21-09-2018,166,Vikram,503,Kollywood,637,50,12,49,9,40,Disaster,4.5,156,Amazon Prime Video,2018,9,September,Friday
79,Tik Tik Tik,22-06-2018,171,Jayam Ravi,503,Kollywood,639,20,3,41,15,26,Hit,5.8,130,Amazon Prime Video,2018,6,June,Friday
232,24,6/5/16,122,Suriya,503,Kollywood,686,70,21,102,28.8,73.2,Hit,7.8,164,Amazon Prime Video,2016,5,May,Friday
94,Kalakalapu 2,9/2/18,186,Jiiva,503,Kollywood,620,10,2.5,25,2,23,Hit,5.2,154,Amazon Prime Video,2018,2,February,Friday
254,Aranmanai 2,29-01-2016,186,Siddharth,503,Kollywood,628,15,2.8,31,10.5,20.5,Average,4.5,136,Amazon Prime Video,2016,1,January,Friday
283,Aranmanai 3,14-10-2021,186,Arya,503,Kollywood,697,15,4.2,24,1,23,Below Average,4.1,155,Amazon Prime Video,2021,10,October,Thursday
236,Iru Mugan,9/9/16,190,Vikram,503,Kollywood,622,40,25,89,14,75,Hit,6.3,154,Amazon Prime Video,2016,9,September,Friday
284,Enemy,4/11/21,190,Vishal,503,Kollywood,627,30,7.5,25,5,20,Disaster,6.1,159,Amazon Prime Video,2021,11,November,Thursday
222,Theri,15-04-2016,201,Joseph Vijay,503,Kollywood,607,75,28,154.5,44.3,110.2,Super Hit,7.3,157,Amazon Prime Video,2016,4,April,Friday
