FilmID,Title,Release_Date,DirectorID,Lead_Actor_Actress,LanguageID,Industry,GenreID,Budget,First_Day_Collection_Worldwide,Worldwide_Collection_in_Crores,Overseas_Collection,India_Gross_Collection,Verdict,IMDb_Rating,Runtime_mins,OTT_Platform,Year,Month,Month_Name,Week_Name
126,Bairavaa,12/1/17,212,Joseph Vijay,503,Kollywood,618,60,27,110,30.4,79.6,Average,5.8,169,Amazon Prime Video,2017,1,January,Thursday
127,Singam 3,10/2/17,213,Suriya,503,Kollywood,607,65,20,106,26,80,Below Average,6,155,Amazon Prime Video,2017,2,February,Friday
133,Velaikkaran,22-12-2017,218,Sivakarthikeyan,503,Kollywood,627,40,7.5,85.4,21,64.4,Super Hit,7.2,160,Amazon Prime Video,2017,12,December,Friday
141,Theeran Adhigaaram Ondru,17-11-2017,225,Karthi,503,Kollywood,607,25,4.5,60.3,9.2,51.1,Super Hit,8.2,157,Amazon Prime Video,2017,11,November,Friday
298,Valimai,25-02-2022,225,Ajith Kumar,503,Kollywood,607,150,47.5,164.5,41,123.5,Flop,6.1,178,ZEE5,2022,2,February,Friday
170,Thupparivaalan,15-09-2017,245,Vishal,503,Kollywood,607,15,2.5,33.6,11.9,21.7,Super Hit,7.5,151,Amazon Prime Video,2017,9,September,Friday
172,Aval,3/11/17,247,Siddharth,503,Kollywood,666,7,2.2,30.3,6.3,24,Super Hit,6.7,137,Amazon Prime Video,2017,11,November,Friday
206,Anegan,13-02-2015,248,Dhanush,503,Kollywood,663,25,6.5,54,4,50,Above Average,6.7,154,Amazon Prime Video,2015,2,February,Friday
175,Motta Shiva Ketta Shiva,1/3/20,250,Raghava Lawrence,503,Kollywood,637,12,3,28.6,3,25.6,Below Average,3.6,151,Amazon Prime Video,2020,3,March,Sunday
196,Puli,1/10/15,260,Joseph Vijay,503,Kollywood,673,100,28.5,97,25,72,Disaster,4.3,155,Amazon Prime Video,2015,10,October,Thursday
199,Yennai Arindhaal,6/2/15,262,Ajith Kumar,503,Kollywood,621,50,14.5,87.5,28.5,59,Hit,7.3,168,Amazon Prime Video,2015,2,February,Friday
332,Vendhu Thanindhathu Kaadu,15-09-2022,262,Silambarasan Rajendar,503,Kollywood,605,25,10.5,54.5,13.5,41,Super Hit,7.3,177,Amazon Prime Video,2022,9,September,Thursday
203,Massu Engira Masilamani,29-05-2015,264,Suriya,503,Kollywood,675,60,7,68,20,48,Flop,5.9,151,Amazon Prime Video,2015,5,May,Friday
276,Sulthan,2/4/21,285,Karthi,503,Kollywood,606,30,8.55,45,10,35,Below Average,6.2,145,Amazon Prime Video,2021,4,April,Friday
242,Kaashmora,28-10-2016,286,Karthi,503,Kollywood,687,65,12.5,61,4,57,Disaster,5.6,163,Amazon Prime Video,2016,10,October,Friday
257,Master,13-01-2021,296,Joseph Vijay,503,Kollywood,621,135,49.78,223,44.25,178.75,Super Hit,7.4,179,Amazon Prime Video,2021,1,January,Wednesday
345,Prince,21-10-2022,301,Premgi Amaren,503,Kollywood,619,35,8.5,41.13,9,32.13,Flop,4.4,143,Amazon Prime Video,2022,10,October,Friday
271,Karnan,9/4/21,303,Dhanush,503,Kollywood,606,40,13.55,55,4.5,50.5,Hit,8,158,Amazon Prime Video,2021,4,April,Friday
324,Viruman,12/8/22,330,Arundhati,503,Kollywood,606,30,9.8,63.77,8.5,55.27,Hit,4.9,149,Amazon Prime Video,2022,8,August,Friday
340,Rocketry: The Nambi Effect,1/7/22,336,Madhavan,503,Kollywood,633,25,2.5,45.25,5,40.25,Hit,8.7,157,Amazon Prime Video,2022,7,July,Friday
349,Naane Varuvean,29-09-2022,344,Dhanush,503,Kollywood,715,30,9,35.6,6,29.6,Flop,6.2,122,Amazon Prime Video,2022,9,September,Thursday
380,Pattas,17-01-2020,362,Dhanush,503,Kollywood,606,40,8,43,6,37,Below Average,5.6,141,Amazon Prime Video,2020,1,January,Friday
395,Bigil,25-10-2019,201,Joseph Vijay,503,Kollywood,665,80,62.8,295.85,94,201.85,Super Hit,6.7,179,Amazon Prime Video,2019,10,October,Friday
400,Petta,10/1/19,373,Rajinikanth,503,Kollywood,606,25,37.5,232.9,74,158.9,Super Hit,7.1,171,Amazon Prime Video,2019,1,January,Thursday
405,Viswasam,11/1/19,114,Ajith Kumar,503,Kollywood,606,90,29,204.2,43,161.2,Super Hit,6.5,153,Amazon Prime Video,2019,1,January,Friday
412,Kanchana 3,19-04-2019,259,Raghava Lawrence,503,Kollywood,652,40,20,130.2,15,115.2,Super Hit,4.2,164,Amazon Prime Video,2019,4,April,Friday
415,Nerkonda Paarvai,9/8/19,225,Ajith Kumar,503,Kollywood,621,50,27,126.7,25,101.7,Hit,7.7,157,Amazon Prime Video,2019,8,August,Friday
419,Kaappaan,20-09-2019,248,Suriya,503,Kollywood,618,75,15.5,94.5,14,80.5,Average,6.2,166,Amazon Prime Video,2019,9,September,Friday
426,NGK,31-05-2019,344,Suriya,503,Kollywood,606,65,19,62,12,50,Disaster,5.7,148,Amazon Prime Video,2019,5,May,Friday
435,Kadaram Kondan,19-07-2019,387,Vikram,503,Kollywood,607,40,9,40,5,35,Flop,5.6,121,Amazon Prime Video,2019,7,July,Friday
439,Hero,20-12-2019,158,Sivakarthikeyan,503,Kollywood,627,30,5,37.2,3.8,33.4,Below Average,6.3,164,Amazon Prime Video,2019,12,December,Friday
443,Thambi,20-12-2019,177,Karthi,503,Kollywood,618,25,4,33.5,6,27.5,Below Average,6.7,149,Amazon Prime Video,2019,12,December,Friday
448,Mr.Local,3/5/19,395,Sivakarthikeyan,503,Kollywood,613,35,9,29,6.5,22.5,Disaster,3.3,155,Amazon Prime Video,2019,5,May,Friday
449,Super Deluxe,5/4/19,396,Vijay Sethupathi,503,Kollywood,733,25,2.2,27.8,6,21.8,Below Average,8.2,176,Netflix,2019,4,April,Friday
452,Thadam,1/3/19,398,Arun Vijay,503,Kollywood,626,14,1.2,26,4,22,Above Average,8.1,138,Amazon Prime Video,2019,3,March,Friday
455,Dhilluku Dhuddu 2,25-01-2019,400,Santhanam,503,Kollywood,628,7,2.2,24,7.5,16.5,Super Hit,5.4,119,Amazon Prime Video,2019,1,January,Friday
474,Ponniyin Selvan: Part Two,28-04-2023,310,Vikram,503,Kollywood,698,250,62.45,344.63,130,214.63,Hit,7.3,164,Amazon Prime Video,2023,4,April,Friday
480,Thunivu,11/1/23,225,Ajith Kumar,503,Kollywood,621,120,39.6,200,55.9,144.1,Hit,6.1,146,Netflix,2023,1,January,Wednesday
501,Maaveeran,14-07-2023,419,Sivakarthikeyan,503,Kollywood,740,50,11.7,78.4,15.5,62.9,Hit,7.4,163,Amazon Prime Video,2023,7,July,Friday
504,Maamannan,29-06-2023,303,Vadivelu,503,Kollywood,627,30,11,73.8,12.8,61,Super Hit,6.7,157,Netflix,2023,6,June,Thursday
507,Jigarthanda DoubleX,12/11/23,373,Raghava Lawrence,503,Kollywood,610,50,4.15,64.55,12.3,52.25,Average,8,172,Netflix,2023,11,November,Sunday
508,Chandramukhi 2,15-09-2023,423,Raghava Lawrence,503,Kollywood,675,65,11.7,54.1,8,46.1,Disaster,2.6,172,Netflix,2023,9,September,Friday
517,Pichaikkaran 2,19-05-2023,428,Vijay Antony,503,Kollywood,744,25,8.5,43.5,1.3,42.2,Hit,5.7,148,Disney+ Hotstar,2023,5,May,Friday
521,DD Returns,28-07-2023,432,Santhanam,503,Kollywood,628,15,2.7,38.5,0,38.5,Super Hit,6.2,124,ZEE5,2023,7,July,Friday
523,Pathu Thala,30-03-2023,434,Silambarasan Rajendar,503,Kollywood,605,35,7.2,37.3,4.5,32.8,Flop,6.7,151,Amazon Prime Video,2023,3,March,Thursday
528,Japan,10/11/23,439,Karthi,503,Kollywood,693,70,6.5,26.55,5.25,21.3,Disaster,3.2,156,Netflix,2023,11,November,Friday
542,The GOAT,5/9/24,264,Joseph Vijay,503,Kollywood,618,320,100.75,451.23,156.1,295.13,Hit,5.9,183,Netflix,2024,9,September,Thursday
546,Vettaiyan,10/10/24,450,Amitabh Bachchan,503,Kollywood,605,200,67,253.2,82,171.2,Average,8,163,Amazon Prime Video,2024,10,October,Thursday
554,Indian 2,12/7/24,132,Kamal Haasan,503,Kollywood,627,250,56.25,148.83,53,95.83,Disaster,3.9,180,Netflix,2024,7,July,Friday
569,Ayalaan,12/1/24,462,Sivakarthikeyan,503,Kollywood,752,75,6.8,76.5,17.85,58.65,Flop,6,155,Sun NXT,2024,1,January,Friday
570,Captain Miller,12/1/24,463,Dhanush,503,Kollywood,699,60,13.8,75.08,17,58.08,Average,6.5,157,Amazon Prime Video,2024,1,January,Friday
572,Thangalaan,15-08-2024,147,Vikram,503,Kollywood,685,80,19.3,71.45,54.45,54.45,Flop,7.1,156,Netflix,2024,8,August,Thursday
577,Garudan,3/7/24,362,Soori,503,Kollywood,637,20,6,60,50,50,Super Hit,7.1,133,Amazon Prime Video,2024,7,July,Wednesday
581,Meiyazhagan,27-09-2024,165,Karthi,503,Kollywood,643,35,4,49.6,37.6,37.6,Super Hit,8.5,177,Netflix,2024,9,September,Friday
589,Sarfira,12/7/24,473,Akshay Kumar,503,Kollywood,647,85,4,33.25,28.75,28.75,Super Hit,7.3,155,Disney+ Hotstar,2024,7,July,Friday
590,Lal Salaam,9/2/24,474,Rajinikanth,503,Kollywood,665,60,5.7,32.65,20.65,20.65,Disaster,4.6,150,Netflix,2024,2,February,Friday
26,Yevadu,11/1/14,125,Ram Charan,505,Tollywood,618,40,8.6,57.5,2.2,55.3,Below Average,5.9,165,Amazon Prime Video,2014,1,January,Saturday
318,Dhamaka,23-12-2022,178,Ravi Teja,505,Tollywood,691,35,9.04,82.25,7.5,74.75,Blockbuster,6.2,144,Netflix,2022,12,December,Friday
344,HIT: The 2nd Case,2/12/22,340,Adivi Sesh,505,Tollywood,626,15,11.5,41.85,11.5,30.35,Super Hit,7.1,150,Amazon Prime Video,2022,12,December,Friday
350,Yashoda,11/11/22,345,amantha Ruth Prabhu,505,Tollywood,716,25,5.6,32.13,8.5,23.63,Below Average,6.5,135,Amazon Prime Video,2022,11,November,Friday
361,18 Pages,23-12-2022,354,Nikhil Siddharth,505,Tollywood,638,15,3.6,22.96,3.3,19.66,Average,7.1,135,Netflix,2022,12,December,Friday
363,Kanam,9/9/22,356,Sathish,505,Tollywood,721,15,2.8,21.8,7,14.8,Average,7.8,160,Amazon Prime Video,2022,9,September,Friday
352,The Warriorr,14-07-2022,162,Ram Pothineni,505,Tollywood,605,35,12.5,31.5,1.5,30,Flop,4.8,155,Disney+ Hotstar,2022,7,July,Thursday
44,Rangasthalam,30-03-2018,128,Ram Charan,505,Tollywood,606,60,42,218.5,23.5,195,Blockbuster,8.2,170,Amazon Prime Video,2018,3,March,Friday
320,Acharya,29-04-2022,140,Chiranjeevi,505,Tollywood,606,140,51,73.5,11.25,62.25,Disaster,3.8,152,Amazon Prime Video,2022,4,April,Friday
49,Aravindha Sametha Veera Raghava,10/10/18,143,N.T. Rama Rao Jr.,505,Tollywood,606,65,56,158.6,48.8,109.8,Super Hit,7.3,162,Amazon Prime Video,2018,10,October,Wednesday
197,S/O Satyamurthy,9/4/15,143,Allu Arjun,505,Tollywood,606,45,21,93,21,72,Hit,7.1,162,Amazon Prime Video,2015,4,April,Thursday
297,Sarkaru Vaari Paata,12/5/22,149,Mahesh Babu,505,Tollywood,606,100,68.5,188.5,26.5,162,Above Average,5.6,162,Amazon Prime Video,2022,5,May,Thursday
56,"Naa Peru Surya, Naa Illu India",4/5/18,150,Allu Arjun,505,Tollywood,606,65,40,100.3,21.3,79,Above Average,6.7,163,Amazon Prime Video,2018,5,May,Friday
122,Spyder,27-09-2017,107,Mahesh Babu,505,Tollywood,607,120,51,125,23,102,Flop,6.3,155,Amazon Prime Video,2017,9,September,Wednesday
235,Dhruva,9/12/16,113,Ram Charan,505,Tollywood,607,50,20,89.6,10,79.6,Hit,7.7,165,Amazon Prime Video,2016,12,December,Friday
25,Govindudu Andari Vaadele,1/10/14,124,Ram Charan,505,Tollywood,613,30,10,61,3.2,57.8,Above Average,5.7,160,Amazon Prime Video,2014,10,October,Wednesday
240,A Aa,2/6/16,143,Nithiin,505,Tollywood,608,35,12.6,80,10,70,Hit,6.8,152,Amazon Prime Video,2016,6,June,Thursday
282,Rang De,26-03-2021,169,Nithiin,505,Tollywood,608,25,6.5,27,4,23,Flop,6.3,130,ZEE5,2021,3,March,Friday
255,Pushpa: The Rise - Part 1,17-12-2021,128,Allu Arjun,505,Tollywood,621,150,63.7,350.1,36.3,313.8,Super Hit,7.6,179,Amazon Prime Video,2021,12,December,Friday
234,Oopiri,25-03-2016,125,Nagarjuna Akkineni,505,Tollywood,620,50,10.2,97.7,10.8,86.9,Super Hit,8,158,Amazon Prime Video,2016,3,March,Friday
73,Jai Simha,11/1/18,110,Nandamuri Balakrishna,505,Tollywood,610,25,12.2,49.5,1.5,48,Hit,4.7,159,Amazon Prime Video,2018,1,January,Thursday
70,Devadas,28-09-2018,163,Nagarjuna Akkineni,505,Tollywood,610,35,12,51.6,3.6,48,Average,6.5,159,Amazon Prime Video,2018,9,September,Friday
88,Sailaja Reddy Alludu,15-09-2018,180,Naga Chaitanya Akkineni,505,Tollywood,610,25,11.4,32.4,3.5,28.9,Flop,5.1,147,Amazon Prime Video,2018,9,September,Saturday
24,Aagadu,19-09-2014,123,Mahesh Babu,505,Tollywood,612,65,24,62,7.8,54.2,Disaster,5.3,165,Amazon Prime Video,2014,9,September,Friday
90,Krishnarjuna Yudham,13-04-2018,182,Nani,505,Tollywood,612,25,9.7,28.6,2.9,25.7,Flop,5.8,156,Amazon Prime Video,2018,4,April,Friday
165,Hello,21-12-2017,122,Akhil Akkineni,505,Tollywood,616,30,4.2,36.7,6.4,30.3,Below Average,7.3,131,Amazon Prime Video,2017,12,December,Thursday
29,1 - Nenokkadine,10/1/14,128,Mahesh Babu,505,Tollywood,618,70,23,52.5,5.5,47,Disaster,8,170,Amazon Prime Video,2014,1,January,Friday
273,Shyam Singha Roy,24-12-2021,175,Nani,505,Tollywood,636,40,12,49,5.5,43.5,Average,7.6,155,Netflix,2021,12,December,Friday
237,Nannaku Prematho,13-01-2016,128,N.T. Rama Rao Jr.,505,Tollywood,627,50,24,88.4,13.7,74.7,Hit,7.5,168,Amazon Prime Video,2016,1,January,Wednesday
46,Bharat Ane Nenu,19-04-2018,140,Mahesh Babu,505,Tollywood,627,70,58,190.5,90.5,100,Super Hit,7.5,173,Amazon Prime Video,2018,4,April,Thursday
86,Hello Guru Prema Kosame,18-10-2018,178,Ram Pothineni,505,Tollywood,630,15,4.2,35,2,33,Above Average,7,140,Amazon Prime Video,2018,10,October,Thursday
77,Tholi Prema,2/2/18,169,Varun Tej,505,Tollywood,638,15,9.5,44.1,4.1,40,Hit,7.2,137,Amazon Prime Video,2018,2,February,Friday
93,Srinivasa Kalyanam,10/8/18,185,Nithiin,505,Tollywood,643,20,5.5,25.5,1.6,23.9,Flop,6.1,140,Amazon Prime Video,2018,8,August,Friday
95,U-Turn,13-09-2018,187,Samantha Ruth Prabhu,505,Tollywood,644,15,2,25,2.2,22.8,Hit,6.9,128,Amazon Prime Video,2018,9,September,Thursday
377,Bheeshma,21-02-2020,189,Nithiin,505,Tollywood,615,25,13,52,10,42,Super Hit,6.6,150,Netflix,2020,2,February,Friday
98,Nota,5/10/18,190,Vijay Deverakonda,505,Tollywood,647,25,7.3,23.5,2.6,20.9,Disaster,6.2,145,Amazon Prime Video,2018,10,October,Friday
330,Major,3/6/22,191,Adivi Sesh,505,Tollywood,710,25,13.15,58.2,13,45.2,Super Hit,8.1,150,Amazon Prime Video,2022,6,June,Friday
101,Saakshyam,27-07-2018,192,Sai Srinivas Bellamkonda,505,Tollywood,621,30,6.2,22.7,0.75,22,Disaster,4.6,166,Amazon Prime Video,2018,7,July,Friday
102,Nela Ticket,25-05-2018,193,Ravi Teja,505,Tollywood,649,25,6.7,20.1,0.5,19.6,Disaster,4.3,120,Amazon Prime Video,2018,5,May,Friday
152,Rarandoi Veduka Chudham,26-05-2017,193,Avantika,505,Tollywood,616,25,6.9,50,3.6,46.4,Above Average,5.6,145,Amazon Prime Video,2017,5,May,Friday
239,Soggade Chinni Nayana,14-01-2016,193,Nagarjuna Akkineni,505,Tollywood,620,30,6.5,82.3,5.7,76.6,Super Hit,6.3,145,Amazon Prime Video,2016,1,January,Thursday
325,Bangarraju,14-01-2022,193,Nagarjuna Akkineni,505,Tollywood,647,30,13.3,61.8,3.5,58.3,Hit,5.6,150,ZEE5,2022,1,January,Friday
103,Touch Chesi Chudu,2/2/18,194,Ravi Teja,505,Tollywood,632,25,8.7,20,1.5,18.5,Disaster,4.7,147,Amazon Prime Video,2018,2,February,Friday
104,BÃ£hubali 2: The Conclusion,28-04-2017,195,Prabhas,505,Tollywood,606,250,217,1788,371,1417,All Time Blockbuster,8.2,167,Netflix,2017,4,April,Friday
182,BÃ£hubali: The Beginning,10/7/15,195,Prabhas,505,Tollywood,606,180,73,650,134,516,All Time Blockbuster,8,159,Netflix,2015,7,July,Friday
120,Jai Lava Kusa,3/3/20,208,N.T. Rama Rao Jr.,505,Tollywood,627,60,46,130,10.2,119.8,Above Average,6.8,150,Amazon Prime Video,2020,3,March,Tuesday
238,Sardaar Gabbar Singh,8/4/16,208,Pawan Kalyan,505,Tollywood,632,75,40,85.5,7.1,78.4,Flop,4.6,164,Amazon Prime Video,2016,4,April,Friday
124,Duvvada Jagannadham,22-06-2017,210,Allu Arjun,505,Tollywood,632,50,33,117.1,12.3,104.8,Above Average,5.9,152,Amazon Prime Video,2017,6,June,Thursday
128,Katamarayudu,24-03-2017,214,Pawan Kalyan,505,Tollywood,612,70,35,97.8,7.5,90.3,Below Average,5.5,146,Amazon Prime Video,2017,3,March,Friday
269,Love Story,24-09-2021,216,Naga Chaitanya Akkineni,505,Tollywood,638,30,16,59,13.4,45.6,Hit,6.8,155,Amazon Prime Video,2021,9,September,Friday
307,Godfather,5/10/22,218,Chiranjeevi,505,Tollywood,621,100,28.85,107,20,87,Flop,5.2,157,Netflix,2022,10,October,Wednesday
134,Gautamiputra Satakarni,20-01-2017,219,Nandamuri Balakrishna,505,Tollywood,657,45,21,78.6,11.1,67.5,Hit,6.3,131,Amazon Prime Video,2017,1,January,Friday
137,MCA Middle Class Abbayi,21-12-2017,221,Nani,505,Tollywood,612,25,15.5,70,7,63,Super Hit,6,144,Amazon Prime Video,2017,12,December,Thursday
260,Vakeel Saab,9/4/21,221,Pawan Kalyan,505,Tollywood,621,75,51.5,137.5,10.2,127.3,Hit,6.9,153,Amazon Prime Video,2021,4,April,Friday
140,The Ghazi Attack,17-02-2017,224,Rana Daggubati,505,Tollywood,659,20,5.9,62,5,57,Super Hit,7.5,116,Amazon Prime Video,2017,2,February,Friday
149,Raja the Great,13-10-2017,230,Ravi Teja,505,Tollywood,612,30,7.2,51.7,2.4,49.3,Hit,6.3,149,Amazon Prime Video,2017,10,October,Friday
314,F3: Fun and Frustration,27-05-2022,230,Venkatesh Daggubati,505,Tollywood,668,60,22.2,90,14.9,75.1,Below Average,4.7,148,Amazon Prime Video,2022,5,May,Friday
160,Nene Raju Nene Mantri,11/8/17,238,Rana Daggubati,505,Tollywood,663,20,8.1,44.8,4.8,40,Super Hit,5.8,153,Amazon Prime Video,2017,8,August,Friday
164,Guru,31-03-2017,240,Venkatesh Daggubati,505,Tollywood,665,15,4.1,38.1,1.2,36.9,Super Hit,7.6,116,Amazon Prime Video,2017,3,March,Friday
166,Jaya Janaki Nayaka,11/8/17,241,Sai Srinivas Bellamkonda,505,Tollywood,616,35,6.4,36.2,0.8,35.4,Flop,5.1,149,Amazon Prime Video,2017,8,August,Friday
227,Sarrainodu,22-04-2016,241,Allu Arjun,505,Tollywood,606,50,23,134,10,124,Super Hit,6.6,159,Amazon Prime Video,2016,4,April,Friday
261,Akhanda,2/12/21,241,Nandamuri Balakrishna,505,Tollywood,606,50,29.6,117,13.7,103.3,Hit,6.8,167,Disney+ Hotstar,2021,12,December,Thursday
167,Paisa Vasool,1/9/17,242,Nandamuri Balakrishna,505,Tollywood,612,30,14.1,36,1.5,34.5,Flop,4.3,138,Amazon Prime Video,2017,9,September,Friday
201,Temper,13-02-2015,242,N.T. Rama Rao Jr.,505,Tollywood,605,40,20,74,14,60,Super Hit,7.4,147,Amazon Prime Video,2015,2,February,Friday
331,Liger,25-08-2022,242,Vijay Deverakonda,505,Tollywood,680,100,24.2,56.18,7.6,48.58,Disaster,2.6,140,Disney+ Hotstar,2022,8,August,Thursday
168,Raju Gari Gadhi 2,12/10/17,243,Samantha Ruth Prabhu,505,Tollywood,641,25,8.4,35.6,2.2,33.4,Average,5.3,117,Amazon Prime Video,2017,10,October,Thursday
171,Vunnadhi Okate Zindagi,29-09-2017,246,Ram Pothineni,505,Tollywood,647,15,7.6,30.8,2.3,28.5,Above Average,6.4,152,Amazon Prime Video,2017,9,September,Friday
179,Winner,24-02-2017,253,Sai Dharam Tej,505,Tollywood,606,25,9,25,0.7,24.3,Disaster,4.6,155,Amazon Prime Video,2017,2,February,Friday
180,Goutham Nanda,28-07-2017,254,Gopichand,505,Tollywood,627,20,6.1,20.4,0.4,20,Flop,6.3,155,Amazon Prime Video,2017,7,July,Friday
198,Rudhramadevi,18-10-2015,261,Anushka Shetty,505,Tollywood,674,80,11,91,5,86,Below Average,5.6,157,Amazon Prime Video,2015,10,October,Sunday
210,Kick 2,21-08-2015,268,Ravi Teja,505,Tollywood,615,30,10,36.6,2.1,34.5,Flop,5,170,Amazon Prime Video,2015,8,August,Friday
244,Brahmotsavam,20-05-2016,288,Mahesh Babu,505,Tollywood,636,75,25,58.3,7.8,50.5,Disaster,4,156,Amazon Prime Video,2016,5,May,Friday
279,Most Eligible Bachelor,15-10-2021,307,Akhil Akkineni,505,Tollywood,636,30,8.1,38,4.3,33.7,Below Average,6.2,170,Netflix,2021,10,October,Friday
299,Bheemla Nayak,25-02-2022,315,Pawan Kalyan,505,Tollywood,627,90,57.1,158.5,28,130.5,Hit,6.3,130,Disney+ Hotstar,2022,2,February,Friday
300,Radhe Shyam,11/3/22,316,Prabhas,505,Tollywood,636,300,66.3,149.5,26.3,123.2,Disaster,5.2,138,Netflix,2022,3,March,Friday
323,Bimbisara,5/8/22,329,Nandamuri Kalyan Ram,505,Tollywood,708,40,12,64.6,6.5,58.1,Hit,6.8,146,ZEE5,2022,8,August,Friday
348,Ante Sundharaniki,10/6/22,343,Nani,505,Tollywood,630,30,10.3,36.5,11,25.5,Flop,7.6,173,Netflix,2022,6,June,Friday
359,Khiladi,11/2/22,352,Ravi Teja,505,Tollywood,607,40,8.2,23.5,1.8,21.7,Disaster,5.2,154,Amazon Prime Video,2022,2,February,Friday
388,Entha Manchivaadavuraa,15-01-2020,185,Nandamuri Kalyan Ram,505,Tollywood,606,15,4.2,25,2.9,22.1,Hit,5.2,152,Amazon Prime Video,2020,1,January,Wednesday
389,World Famous Lover,13-02-2020,369,Vijay Deverakonda,505,Tollywood,608,35,7.6,20,3.1,16.9,Disaster,5,154,Netflix,2020,2,February,Thursday
398,Sye Raa Narasimha Reddy,27-09-2019,113,Chiranjeevi,505,Tollywood,685,25,85,246.6,30,216.6,Average,7.2,167,Amazon Prime Video,2019,9,September,Friday
406,Maharshi,10/5/19,125,Mahesh Babu,505,Tollywood,606,90,48,176,22,154,Hit,7.2,176,Amazon Prime Video,2019,5,May,Friday
417,Vinaya Vidheya Rama,11/1/19,241,Ram Charan,505,Tollywood,606,75,42,97.9,3.9,94,Flop,3.3,146,Amazon Prime Video,2019,1,January,Friday
427,Majili,5/4/19,229,Naga Chaitanya Akkineni,505,Tollywood,636,20,10,60,10,50,Super Hit,7.3,154,Amazon Prime Video,2019,4,April,Friday
432,Jersey,18-04-2019,348,Nani,505,Tollywood,718,20,8.2,51.7,12,39.7,Super Hit,8.5,157,Netflix,2019,4,April,Thursday
434,Venky Mama,12/12/19,208,Venkatesh Daggubati,505,Tollywood,610,35,12.2,47.6,5.3,42.3,Average,5.4,149,Amazon Prime Video,2019,12,December,Thursday
437,Gang Leader,12/9/19,122,Nani,505,Tollywood,691,25,11.2,39.4,5.4,34,Average,7.6,155,Amazon Prime Video,2019,9,September,Thursday
438,Gaddalakonda Ganesh,20-09-2019,210,Varun Tej,505,Tollywood,603,30,7.2,38,5,33,Average,6.3,130,Disney+ Hotstar,2019,9,September,Friday
440,Dear Comrade,26-07-2019,389,Vijay Deverakonda,505,Tollywood,680,35,14,37,6,31,Flop,7.3,169,Amazon Prime Video,2019,7,July,Friday
445,NTR: Kathanayakudu,8/1/19,219,Nandamuri Balakrishna,505,Tollywood,633,50,12.6,31.5,7,24.5,Disaster,5.8,169,Amazon Prime Video,2019,1,January,Tuesday
451,Chitralahari,12/4/19,246,Sai Dharam Tej,505,Tollywood,608,15,6.6,27.1,2,25.1,Hit,7.1,131,Amazon Prime Video,2019,4,April,Friday
454,Rakshasudu,2/8/19,352,Sai Srinivas Bellamkonda,505,Tollywood,607,10,3.9,24.2,3,21.2,Hit,7.9,122,ZEE5,2019,8,August,Friday
460,Mr. Majnu,24-01-2019,169,Akhil Akkineni,505,Tollywood,638,30,7.5,21,1.6,19.4,Disaster,6.1,145,ZEE5,2019,1,January,Thursday
462,118,1/3/19,405,Nandamuri Kalyan Ram,505,Tollywood,714,12,2.8,20.8,0,20.8,Average,6.4,120,Disney+ Hotstar,2019,3,March,Friday
488,Dasara,30-03-2023,411,Nani,505,Tollywood,698,65,37,118.5,22,96.5,Super Hit,6.6,156,Netflix,2023,3,March,Thursday
492,Bhagavanth Kesari,18-10-2023,230,Nandamuri Balakrishna,505,Tollywood,627,90,25.5,114.5,14.8,99.7,Below Average,5.9,164,Amazon Prime Video,2023,10,October,Wednesday
